orig_location,address_clean,latitude,longitude
1314 N DEARBORN PKWY,"1314 N DEARBORN PKWY Chicago, IL.",41.90622329,-87.63013337
1316 N DEARBORN PKWY,"1316 N DEARBORN PKWY Chicago, IL.",41.90627556,-87.63013461
1322 N DEARBORN PKWY,"1322 N DEARBORN PKWY Chicago, IL.",41.90647677,-87.63014009
1339 N DEARBORN PKWY,"1339 N DEARBORN PKWY Chicago, IL.",41.90670062,-87.62999307
1029 N CLARK ST,"1029 N CLARK ST Chicago, IL.",41.90094768,-87.6312831
2519 N LINCOLN AVE,"2519 N LINCOLN AVE Chicago, IL.",41.92764016,-87.65172182
2669 N LINCOLN AVE,"2669 N LINCOLN AVE Chicago, IL.",41.93042208,-87.65561457
2869 N LINCOLN AVE,"2869 N LINCOLN AVE Chicago, IL.",41.93382108,-87.6603635
2913 N LINCOLN AVE,"2913 N LINCOLN AVE Chicago, IL.",41.93466755,-87.66155035
3037 N LINCOLN AVE,"3037 N LINCOLN AVE Chicago, IL.",41.93681625,-87.66456842
3059 N LINCOLN AVE,"3059 N LINCOLN AVE Chicago, IL.",41.93719867,-87.66510188
1108 W BELMONT AVE,"1108 W BELMONT AVE Chicago, IL.",41.93991929,-87.65731233
1041 W BELMONT AVE,"1041 W BELMONT AVE Chicago, IL.",41.93982684,-87.65570846
1320 W 18TH ST,"1320 W 18TH ST Chicago, IL.",41.85796045,-87.65978132
938 W ROOSEVELT RD,"938 W ROOSEVELT RD Chicago, IL.",41.86716645,-87.64978151
1252 W TAYLOR ST,"1252 W TAYLOR ST Chicago, IL.",41.86945345,-87.65811042
1262 W TAYLOR ST,"1262 W TAYLOR ST Chicago, IL.",41.86945345,-87.65813344
1574 W TAYLOR ST,"1574 W TAYLOR ST Chicago, IL.",41.86934144,-87.66489764
3953 N BROADWAY ST,"3953 N BROADWAY ST Chicago, IL.",41.95401949,-87.6500987
3644 N HALSTED ST,"3644 N HALSTED ST Chicago, IL.",41.94769764,-87.64957399
3634 N HALSTED ST,"3634 N HALSTED ST Chicago, IL.",41.94762529,-87.64957146
3452 N HALSTED ST,"3452 N HALSTED ST Chicago, IL.",41.94481542,-87.64948966
3444 N HALSTED ST,"3444 N HALSTED ST Chicago, IL.",41.94471276,-87.64948718
3436 N HALSTED ST,"3436 N HALSTED ST Chicago, IL.",41.94461008,-87.64948473
1948 N HALSTED ST,"1948 N HALSTED ST Chicago, IL.",41.91704943,-87.64853302
3166 N HALSTED ST,"3166 N HALSTED ST Chicago, IL.",41.93835302,-87.64928856
3164 N HALSTED ST,"3164 N HALSTED ST Chicago, IL.",41.93834819,-87.64928837
3086 N HALSTED ST,"3086 N HALSTED ST Chicago, IL.",41.93746781,-87.64925521
3056 N HALSTED ST,"3056 N HALSTED ST Chicago, IL.",41.93710889,-87.64924266
2058 N HALSTED ST,"2058 N HALSTED ST Chicago, IL.",41.91924018,-87.64862374
1003 S STATE ST,"1003 S STATE ST Chicago, IL.",41.86985991,-87.62733281
2432 N HALSTED ST,"2432 N HALSTED ST Chicago, IL.",41.92683438,-87.64888698
1449 N CLARK ST,"1449 N CLARK ST Chicago, IL.",41.90922411,-87.63152379
1459 N CLARK ST,"1459 N CLARK ST Chicago, IL.",41.90826446,-87.63150298
1510 N WELLS ST,"1510 N WELLS ST Chicago, IL.",41.90956687,-87.63473592
3918 N ASHLAND AVE,"3918 N ASHLAND AVE Chicago, IL.",41.95305316,-87.66909094
3912 N ASHLAND AVE,"3912 N ASHLAND AVE Chicago, IL.",41.95283464,-87.66908501
3332 N ASHLAND AVE,"3332 N ASHLAND AVE Chicago, IL.",41.94250199,-87.66881677
844 N WELLS ST,"844 N WELLS ST Chicago, IL.",41.89697019,-87.63429403
740 N WELLS ST,"740 N WELLS ST Chicago, IL.",41.8957805,-87.63425869
153 W OHIO ST,"153 W OHIO ST Chicago, IL.",41.89233517,-87.63343305
143 W OHIO ST,"143 W OHIO ST Chicago, IL.",41.89233945,-87.63318063
1129 W DIVERSEY PKWY,"1129 W DIVERSEY PKWY Chicago, IL.",41.93251815,-87.65773576
108 W GRAND AVE,"108 W GRAND AVE Chicago, IL.",41.89167612,-87.63138065
176 W LAKE ST,"176 W LAKE ST Chicago, IL.",41.88578844,-87.63355442
137 W LAKE ST,"137 W LAKE ST Chicago, IL.",41.88567385,-87.63301102
133 W LAKE ST,"133 W LAKE ST Chicago, IL.",41.88567385,-87.63295668
122 W LAKE ST,"122 W LAKE ST Chicago, IL.",41.88578844,-87.63282083
542 N DEARBORN ST,"542 N DEARBORN ST Chicago, IL.",41.89192864,-87.62973687
737 N FRANKLIN ST,"737 N FRANKLIN ST Chicago, IL.",41.89533462,-87.6356018
763 N FRANKLIN ST,"763 N FRANKLIN ST Chicago, IL.",41.89540743,-87.63560377
3100 N CLARK ST,"3100 N CLARK ST Chicago, IL.",41.93815777,-87.64930948
316 W HUBBARD ST,"316 W HUBBARD ST Chicago, IL.",41.89000673,-87.63639084
3460 N CLARK ST,"3460 N CLARK ST Chicago, IL.",41.9449951,-87.65482614
3710 N CLARK ST,"3710 N CLARK ST Chicago, IL.",41.94925536,-87.65826033
3662 N CLARK ST,"3662 N CLARK ST Chicago, IL.",41.94855095,-87.65769054
3346 N CLARK ST,"3346 N CLARK ST Chicago, IL.",41.94281071,-87.65307832
31 W KINZIE ST,"31 W KINZIE ST Chicago, IL.",41.88917485,-87.62934462
3358 N CLARK ST,"3358 N CLARK ST Chicago, IL.",41.94307119,-87.65329093
420 E GRAND AVE,"420 E GRAND AVE Chicago, IL.",41.89190844,-87.61726289
76 E GRAND AVE,"76 E GRAND AVE Chicago, IL.",41.89176192,-87.62575519
46 E GRAND AVE,"46 E GRAND AVE Chicago, IL.",41.89175263,-87.62617088
1452 W FULLERTON AVE,"1452 W FULLERTON AVE Chicago, IL.",41.92524991,-87.66509473
2326 N LINCOLN AVE,"2326 N LINCOLN AVE Chicago, IL.",41.92411934,-87.64701675
2156 N CLYBOURN AVE,"2156 N CLYBOURN AVE Chicago, IL.",41.92044763,-87.66288931
2154 N CLYBOURN AVE,"2154 N CLYBOURN AVE Chicago, IL.",41.9204123,-87.66284025
916 W ROOSEVELT RD,"916 W ROOSEVELT RD Chicago, IL.",41.86717367,-87.64934037
1801 N CLYBOURN AVE,"1801 N CLYBOURN AVE Chicago, IL.",41.91377515,-87.65339947
11 E HURON ST,"11 E HURON ST Chicago, IL.",41.89482149,-87.62783259
767 W ARMITAGE AVE,"767 W ARMITAGE AVE Chicago, IL.",41.91812784,-87.64814887
759 W ARMITAGE AVE,"759 W ARMITAGE AVE Chicago, IL.",41.91812784,-87.6480777
1348 N WELLS ST,"1348 N WELLS ST Chicago, IL.",41.90716804,-87.6346683
64 W ILLINOIS ST,"64 W ILLINOIS ST Chicago, IL.",41.89088702,-87.63056063
414 N STATE ST,"414 N STATE ST Chicago, IL.",41.88993813,-87.62808178
22 E KINZIE ST,"22 E KINZIE ST Chicago, IL.",41.88932315,-87.62716303
203 W KINZIE ST,"203 W KINZIE ST Chicago, IL.",41.88911185,-87.63384532
85 S FRANKLIN ST,"85 S FRANKLIN ST Chicago, IL.",41.88141094,-87.63522129
1310 S HALSTED ST,"1310 S HALSTED ST Chicago, IL.",41.86537163,-87.64693963
2526 S HALSTED ST,"2526 S HALSTED ST Chicago, IL.",41.84655837,-87.64654535
679 W 26TH ST,"679 W 26TH ST Chicago, IL.",41.84531786,-87.64309008
252 W 26TH ST,"252 W 26TH ST Chicago, IL.",41.84555845,-87.63382973
1716 S LOOMIS ST,"1716 S LOOMIS ST Chicago, IL.",41.85852925,-87.66141184
636 W 26TH ST,"636 W 26TH ST Chicago, IL.",41.84543245,-87.64290538
2241 S HALSTED ST,"2241 S HALSTED ST Chicago, IL.",41.85150133,-87.64638398
1741 S LOOMIS ST,"1741 S LOOMIS ST Chicago, IL.",41.85835683,-87.66125334
1711 S LOOMIS ST,"1711 S LOOMIS ST Chicago, IL.",41.85857526,-87.66125922
1699 S LOOMIS ST,"1699 S LOOMIS ST Chicago, IL.",41.8588435,-87.66126876
867 W ROOSEVELT RD,"867 W ROOSEVELT RD Chicago, IL.",41.86706185,-87.64888008
330 N DESPLAINES ST,"330 N DESPLAINES ST Chicago, IL.",41.88766022,-87.64437856
573 S MORGAN ST,"573 S MORGAN ST Chicago, IL.",41.87519528,-87.6517633
1317 W ROOSEVELT RD,"1317 W ROOSEVELT RD Chicago, IL.",41.86689152,-87.65957457
1257 W ROOSEVELT RD,"1257 W ROOSEVELT RD Chicago, IL.",41.86691785,-87.65797868
1450 S HALSTED ST,"1450 S HALSTED ST Chicago, IL.",41.86218604,-87.64685017
1324 N DEARBORN PKWY,"1324 N DEARBORN PKWY Chicago, IL.",41.90651144,-87.63014117
1987 N CLARK ST,"1987 N CLARK ST Chicago, IL.",41.91799859,-87.6357387
343 E ILLINOIS ST,"343 E ILLINOIS ST Chicago, IL.",41.89093736,-87.62058515
2935 N CLARK ST,"2935 N CLARK ST Chicago, IL.",41.9357386,-87.64717649
1548 S HALSTED ST,"1548 S HALSTED ST Chicago, IL.",41.86125808,-87.64682318
3315 N CLARK ST,"3315 N CLARK ST Chicago, IL.",41.94211672,-87.6523374
2475 S ARCHER AVE,"2475 S ARCHER AVE Chicago, IL.",41.84780515,-87.64512774
1119 W 18TH ST,"1119 W 18TH ST Chicago, IL.",41.85793253,-87.65413087
3651 N SOUTHPORT AVE,"3651 N SOUTHPORT AVE Chicago, IL.",41.94801358,-87.66396428
3512 N SOUTHPORT AVE,"3512 N SOUTHPORT AVE Chicago, IL.",41.94560953,-87.66405404
3210 N SOUTHPORT AVE,"3210 N SOUTHPORT AVE Chicago, IL.",41.94010254,-87.66390596
1347 W WASHINGTON BLVD,"1347 W WASHINGTON BLVD Chicago, IL.",41.88286189,-87.66116837
2233 N HALSTED ST,"2233 N HALSTED ST Chicago, IL.",41.92243329,-87.64857758
2340 N LINCOLN AVE,"2340 N LINCOLN AVE Chicago, IL.",41.92436163,-87.6473592
1217 W FULLERTON AVE,"1217 W FULLERTON AVE Chicago, IL.",41.92522386,-87.65934635
1007 W FULLERTON AVE,"1007 W FULLERTON AVE Chicago, IL.",41.92530911,-87.65391416
763 W FULLERTON AVE,"763 W FULLERTON AVE Chicago, IL.",41.92542056,-87.64707336
755 W FULLERTON AVE,"755 W FULLERTON AVE Chicago, IL.",41.92542302,-87.64698788
165 N FRANKLIN ST,"165 N FRANKLIN ST Chicago, IL.",41.88548953,-87.63529783
1403 N WELLS ST,"1403 N WELLS ST Chicago, IL.",41.90775625,-87.63453095
3760 N BROADWAY ,"3760 N BROADWAY  Chicago, IL.",41.95044725,-87.64923697
1344 W FULLERTON AVE,"1344 W FULLERTON AVE Chicago, IL.",41.92528766,-87.66249284
1418 W FULLERTON AVE,"1418 W FULLERTON AVE Chicago, IL.",41.92525946,-87.66465605
2224 N CLYBOURN AVE,"2224 N CLYBOURN AVE Chicago, IL.",41.92215939,-87.66526941
2152 N CLYBOURN AVE,"2152 N CLYBOURN AVE Chicago, IL.",41.92037698,-87.66279119
1960 N CLYBOURN AVE,"1960 N CLYBOURN AVE Chicago, IL.",41.91668845,-87.6576856
1862 N CLYBOURN AVE,"1862 N CLYBOURN AVE Chicago, IL.",41.91493223,-87.65523366
1816 N CLYBOURN AVE,"1816 N CLYBOURN AVE Chicago, IL.",41.91401211,-87.6539527
1805 N CLYBOURN AVE,"1805 N CLYBOURN AVE Chicago, IL.",41.9138481,-87.6535016
1630 N CLYBOURN AVE,"1630 N CLYBOURN AVE Chicago, IL.",41.91114557,-87.64995733
3477 N CLARK ST,"3477 N CLARK ST Chicago, IL.",41.94547415,-87.65503065
899 N WELLS ST,"899 N WELLS ST Chicago, IL.",41.89815026,-87.63418316
1150 N HALSTED ST,"1150 N HALSTED ST Chicago, IL.",41.90318469,-87.64813997
2857 N LINCOLN AVE,"2857 N LINCOLN AVE Chicago, IL.",41.93361415,-87.66007036
2909 N LINCOLN AVE,"2909 N LINCOLN AVE Chicago, IL.",41.93458542,-87.66143451
3121 N LINCOLN AVE,"3121 N LINCOLN AVE Chicago, IL.",41.9383217,-87.66667117
1039 W BELMONT AVE,"1039 W BELMONT AVE Chicago, IL.",41.93982684,-87.65563134
1945 N HALSTED ST,"1945 N HALSTED ST Chicago, IL.",41.91696573,-87.64837721
3176 N CLARK ST,"3176 N CLARK ST Chicago, IL.",41.93958267,-87.65046624
2942 N CLARK ST,"2942 N CLARK ST Chicago, IL.",41.93576343,-87.64737607
2860 N CLARK ST,"2860 N CLARK ST Chicago, IL.",41.93425065,-87.64614631
2856 N CLARK ST,"2856 N CLARK ST Chicago, IL.",41.93420381,-87.64610872
2852 N CLARK ST,"2852 N CLARK ST Chicago, IL.",41.93415698,-87.64607113
2674 N CLARK ST,"2674 N CLARK ST Chicago, IL.",41.9315084,-87.64445752
2552 N CLARK ST,"2552 N CLARK ST Chicago, IL.",41.92904638,-87.64261549
2542 N CLARK ST,"2542 N CLARK ST Chicago, IL.",41.92892589,-87.64254549
2424 N CLARK ST,"2424 N CLARK ST Chicago, IL.",41.92622086,-87.64095615
2236 N CLARK ST,"2236 N CLARK ST Chicago, IL.",41.92317879,-87.63909723
1966 N CLARK ST,"1966 N CLARK ST Chicago, IL.",41.91781397,-87.63579396
152 W KINZIE ST,"152 W KINZIE ST Chicago, IL.",41.88925485,-87.63177751
1749 N CLARK ST,"1749 N CLARK ST Chicago, IL.",41.91452492,-87.63359977
1907 N CLARK ST,"1907 N CLARK ST Chicago, IL.",41.91578753,-87.63437786
304 W WALTON ST,"304 W WALTON ST Chicago, IL.",41.89978528,-87.63671365
337 E ILLINOIS ST,"337 E ILLINOIS ST Chicago, IL.",41.89093685,-87.62062607
2705 N CLARK ST,"2705 N CLARK ST Chicago, IL.",41.93150138,-87.64428512
501 W DIVERSEY PKWY,"501 W DIVERSEY PKWY Chicago, IL.",41.93280518,-87.64174945
434 W DIVERSEY PKWY,"434 W DIVERSEY PKWY Chicago, IL.",41.93294735,-87.64084432
508 W DIVERSEY PKWY,"508 W DIVERSEY PKWY Chicago, IL.",41.93291634,-87.64190747
33 W ILLINOIS ST,"33 W ILLINOIS ST Chicago, IL.",41.8907867,-87.62926251
21 W ILLINOIS ST,"21 W ILLINOIS ST Chicago, IL.",41.89079482,-87.62883205
604 W DIVERSEY PKWY,"604 W DIVERSEY PKWY Chicago, IL.",41.93287263,-87.64434091
155 W GRAND AVE,"155 W GRAND AVE Chicago, IL.",41.89153967,-87.63309155
159 W GRAND AVE,"159 W GRAND AVE Chicago, IL.",41.89153917,-87.63312137
446 N FRANKLIN ST,"446 N FRANKLIN ST Chicago, IL.",41.89039893,-87.63562335
3 W GRAND AVE,"3 W GRAND AVE Chicago, IL.",41.89160752,-87.62821129
481 W ILLINOIS ST,"481 W ILLINOIS ST Chicago, IL.",41.89066325,-87.6387777
439 W ILLINOIS ST,"439 W ILLINOIS ST Chicago, IL.",41.8906751,-87.63788841
425 W ILLINOIS ST,"425 W ILLINOIS ST Chicago, IL.",41.89067906,-87.63759199
421 W ILLINOIS ST,"421 W ILLINOIS ST Chicago, IL.",41.89068019,-87.63750729
2941 N BROADWAY ST,"2941 N BROADWAY ST Chicago, IL.",41.93608926,-87.64418639
3143 N BROADWAY ST,"3143 N BROADWAY ST Chicago, IL.",41.9388934,-87.64428344
3147 N BROADWAY ST,"3147 N BROADWAY ST Chicago, IL.",41.93899184,-87.64428662
157 W ILLINOIS ST,"157 W ILLINOIS ST Chicago, IL.",41.89074987,-87.63235241
3155 N BROADWAY ST,"3155 N BROADWAY ST Chicago, IL.",41.93923864,-87.64429551
3253 N BROADWAY ST,"3253 N BROADWAY ST Chicago, IL.",41.94166594,-87.64437482
400 E OHIO ST,"400 E OHIO ST Chicago, IL.",41.89270152,-87.61764126
440 E OHIO ST,"440 E OHIO ST Chicago, IL.",41.89271208,-87.61692372
316 W ILLINOIS ST,"316 W ILLINOIS ST Chicago, IL.",41.89081125,-87.63624541
1001 W IRVING PARK RD,"1001 W IRVING PARK RD Chicago, IL.",41.95443171,-87.65461881
1019 W IRVING PARK RD,"1019 W IRVING PARK RD Chicago, IL.",41.95441408,-87.65550583
177 W HURON ST,"177 W HURON ST Chicago, IL.",41.89473685,-87.63394414
3910 N ASHLAND AVE,"3910 N ASHLAND AVE Chicago, IL.",41.95278317,-87.66908424
220 W HURON ST,"220 W HURON ST Chicago, IL.",41.89484055,-87.63486103
3338 N ASHLAND AVE,"3338 N ASHLAND AVE Chicago, IL.",41.94257289,-87.66881854
3330 N ASHLAND AVE,"3330 N ASHLAND AVE Chicago, IL.",41.94247836,-87.66881618
3326 N ASHLAND AVE,"3326 N ASHLAND AVE Chicago, IL.",41.94230768,-87.66881191
413 W HURON ST,"413 W HURON ST Chicago, IL.",41.89467031,-87.63918151
409 W HURON ST,"409 W HURON ST Chicago, IL.",41.89467222,-87.6389939
1207 W HUBBARD ST,"1207 W HUBBARD ST Chicago, IL.",41.88993085,-87.65750969
850 W LAKE ST,"850 W LAKE ST Chicago, IL.",41.88569636,-87.64903707
462 W ERIE ST,"462 W ERIE ST Chicago, IL.",41.89396513,-87.64070959
2821 N SOUTHPORT AVE,"2821 N SOUTHPORT AVE Chicago, IL.",41.93308287,-87.66350822
358 W ONTARIO ST,"358 W ONTARIO ST Chicago, IL.",41.89319768,-87.63768938
350 W ONTARIO ST,"350 W ONTARIO ST Chicago, IL.",41.89319982,-87.63749628
400 W ONTARIO ST,"400 W ONTARIO ST Chicago, IL.",41.89318521,-87.63870319
532 W FULTON ST,"532 W FULTON ST Chicago, IL.",41.88686844,-87.64172901
434 W ONTARIO ST,"434 W ONTARIO ST Chicago, IL.",41.89317567,-87.63952385
3247 N ASHLAND AVE,"3247 N ASHLAND AVE Chicago, IL.",41.94088594,-87.66861422
3317 N ASHLAND AVE,"3317 N ASHLAND AVE Chicago, IL.",41.94197356,-87.66864723
3611 N ASHLAND AVE,"3611 N ASHLAND AVE Chicago, IL.",41.94722631,-87.66878799
3909 N ASHLAND AVE,"3909 N ASHLAND AVE Chicago, IL.",41.95276193,-87.66892988
2264 N CLARK ST ,"2264 N CLARK ST  Chicago, IL.",41.92346682,-87.63926934
1431 W IRVING PARK RD,"1431 W IRVING PARK RD Chicago, IL.",41.95428143,-87.66545585
317 W SUPERIOR ST,"317 W SUPERIOR ST Chicago, IL.",41.89550591,-87.63645709
313 W SUPERIOR ST,"313 W SUPERIOR ST Chicago, IL.",41.89550769,-87.63628199
941 N RUSH ST,"941 N RUSH ST Chicago, IL.",41.90018273,-87.6271619
969 N RUSH ST,"969 N RUSH ST Chicago, IL.",41.90044678,-87.6272815
3746 N SOUTHPORT AVE,"3746 N SOUTHPORT AVE Chicago, IL.",41.94974876,-87.66416712
3644 N SOUTHPORT AVE,"3644 N SOUTHPORT AVE Chicago, IL.",41.94804026,-87.66411925
1360 N CLARK ST,"1360 N CLARK ST Chicago, IL.",41.86265256,-87.63035188
1326 N CLARK ST,"1326 N CLARK ST Chicago, IL.",41.90696728,-87.63162108
61 W ELM ST,"61 W ELM ST Chicago, IL.",41.90309785,-87.62988427
957 W ADDISON ST,"957 W ADDISON ST Chicago, IL.",41.94718884,-87.65387093
951 W ADDISON ST,"951 W ADDISON ST Chicago, IL.",41.94718884,-87.65381654
138 W ELM ST,"138 W ELM ST Chicago, IL.",41.90318544,-87.63202845
10 W KINZIE ST,"10 W KINZIE ST Chicago, IL.",41.88930521,-87.62845376
131 W ELM ST,"131 W ELM ST Chicago, IL.",41.90307085,-87.63208663
141 W ELM ST,"141 W ELM ST Chicago, IL.",41.90306873,-87.63228014
3468 N HALSTED ST,"3468 N HALSTED ST Chicago, IL.",41.94502077,-87.64949463
3342 N HALSTED ST,"3342 N HALSTED ST Chicago, IL.",41.94286565,-87.64943717
3264 N HALSTED ST,"3264 N HALSTED ST Chicago, IL.",41.94140716,-87.64938976
142 W KINZIE ST,"142 W KINZIE ST Chicago, IL.",41.88925717,-87.63165453
212 W ILLINOIS ST,"212 W ILLINOIS ST Chicago, IL.",41.89083744,-87.63440551
451 N STATE ST,"451 N STATE ST Chicago, IL.",41.89052322,-87.62795035
831 W FLETCHER ST,"831 W FLETCHER ST Chicago, IL.",41.93893584,-87.65101806
1116 N ORLEANS ST,"1116 N ORLEANS ST Chicago, IL.",41.90304207,-87.63749662
3247 N SHEFFIELD AVE,"3247 N SHEFFIELD AVE Chicago, IL.",41.94077362,-87.65405637
3549 N SHEFFIELD AVE,"3549 N SHEFFIELD AVE Chicago, IL.",41.94637612,-87.65422647
518 W FULTON ST,"518 W FULTON ST Chicago, IL.",41.88686844,-87.64159128
3454 N BROADWAY,"3454 N BROADWAY Chicago, IL.",41.94498875,-87.64591644
747 N SEDGWICK ST,"747 N SEDGWICK ST Chicago, IL.",41.89626366,-87.63849527
3338 N BROADWAY,"3338 N BROADWAY Chicago, IL.",41.94335877,-87.64492283
854 W LAKE ST,"854 W LAKE ST Chicago, IL.",41.88569561,-87.64909489
3128 N BROADWAY ST,"3128 N BROADWAY ST Chicago, IL.",41.93858404,-87.64442625
2936 N BROADWAY ST,"2936 N BROADWAY ST Chicago, IL.",41.93594667,-87.64433765
714 W DIVERSEY PKWY,"714 W DIVERSEY PKWY Chicago, IL.",41.93281555,-87.64716707
764 W DIVERSEY PKWY,"764 W DIVERSEY PKWY Chicago, IL.",41.93279543,-87.6480151
1003 W DIVERSEY PKWY,"1003 W DIVERSEY PKWY Chicago, IL.",41.93257665,-87.65401206
1020 W DIVERSEY PKWY,"1020 W DIVERSEY PKWY Chicago, IL.",41.93268071,-87.65471833
2780 N SOUTHPORT AVE,"2780 N SOUTHPORT AVE Chicago, IL.",41.93230397,-87.66363779
379 E SUPERIOR ST,"379 E SUPERIOR ST Chicago, IL.",41.89577675,-87.61830069
352 E CHICAGO AVE,"352 E CHICAGO AVE Chicago, IL.",41.89660644,-87.63729951
14 E SUPERIOR ST,"14 E SUPERIOR ST Chicago, IL.",41.89576044,-87.62659879
55 E SUPERIOR ST,"55 E SUPERIOR ST Chicago, IL.",41.89564808,-87.62645782
1357 W FULLERTON AVE,"1357 W FULLERTON AVE Chicago, IL.",41.92517361,-87.66244806
1349 W FULLERTON AVE,"1349 W FULLERTON AVE Chicago, IL.",41.92517484,-87.66229643
1215 W FULLERTON AVE,"1215 W FULLERTON AVE Chicago, IL.",41.92522432,-87.65931974
2 E HURON ST,"2 E HURON ST Chicago, IL.",41.89493351,-87.62801824
58 W HURON ST,"58 W HURON ST Chicago, IL.",41.89490236,-87.6303233
431 E GRAND AVE,"431 E GRAND AVE Chicago, IL.",41.89182274,-87.61558655
156 W HURON ST,"156 W HURON ST Chicago, IL.",41.89486044,-87.63317066
176 W HURON ST,"176 W HURON ST Chicago, IL.",41.89486044,-87.63332643
180 W HURON ST,"180 W HURON ST Chicago, IL.",41.89486044,-87.63335758
348 W HURON ST,"348 W HURON ST Chicago, IL.",41.89480502,-87.63767619
1017 W FULLERTON AVE,"1017 W FULLERTON AVE Chicago, IL.",41.92530441,-87.65428995
2247 N SHEFFIELD AVE,"2247 N SHEFFIELD AVE Chicago, IL.",41.92333048,-87.65346488
2227 N RACINE AVE,"2227 N RACINE AVE Chicago, IL.",41.92216973,-87.65827489
55 W CHICAGO AVE,"55 W CHICAGO AVE Chicago, IL.",41.89658611,-87.63061378
77 W OAK ST,"77 W OAK ST Chicago, IL.",41.90050263,-87.63077628
65 W OAK ST,"65 W OAK ST Chicago, IL.",41.90050818,-87.63050559
39 E OAK ST,"39 E OAK ST Chicago, IL.",41.90071029,-87.62703919
25 E OAK ST,"25 E OAK ST Chicago, IL.",41.9007061,-87.62734695
41 E OAK ST,"41 E OAK ST Chicago, IL.",41.90071088,-87.62699523
47 E OAK ST,"47 E OAK ST Chicago, IL.",41.90071268,-87.62686333
1800 N CLYBOURN AVE,"1800 N CLYBOURN AVE Chicago, IL.",41.91369248,-87.6535061
153 W KINZIE ST,"153 W KINZIE ST Chicago, IL.",41.88911906,-87.63314033
1756 N CLYBOURN AVE,"1756 N CLYBOURN AVE Chicago, IL.",41.91275264,-87.6521923
199 E LAKE SHORE DR,"199 E LAKE SHORE DR Chicago, IL.",41.9007859,-87.62331417
1670 N CLYBOURN AVE,"1670 N CLYBOURN AVE Chicago, IL.",41.91147381,-87.65041631
220 E WALTON PL,"220 E WALTON PL Chicago, IL.",41.90011042,-87.62139598
210 E WALTON PL,"210 E WALTON PL Chicago, IL.",41.9001079,-87.62153508
120 E WALTON ST,"120 E WALTON ST Chicago, IL.",41.90005855,-87.62462263
100 E WALTON ST,"100 E WALTON ST Chicago, IL.",41.90004444,-87.62538568
1342 N CLARK ST,"1342 N CLARK ST Chicago, IL.",41.86316895,-87.6303661
1457 N CLARK ST,"1457 N CLARK ST Chicago, IL.",41.90820863,-87.6315014
26 E GRAND AVE,"26 E GRAND AVE Chicago, IL.",41.89174644,-87.62644801
1414 N CLARK ST,"1414 N CLARK ST Chicago, IL.",41.90828437,-87.63165755
1332 N CLARK ST,"1332 N CLARK ST Chicago, IL.",41.90722749,-87.63162936
577 S MORGAN ST,"577 S MORGAN ST Chicago, IL.",41.87519114,-87.6517633
2108 S WABASH AVE,"2108 S WABASH AVE Chicago, IL.",41.85410903,-87.62560305
708 W ARMITAGE AVE,"708 W ARMITAGE AVE Chicago, IL.",41.91826603,-87.64649222
676 S HALSTED ST,"676 S HALSTED ST Chicago, IL.",41.87307492,-87.64725391
1705 S WABASH AVE,"1705 S WABASH AVE Chicago, IL.",41.85897733,-87.62555872
1026 W ARMITAGE AVE,"1026 W ARMITAGE AVE Chicago, IL.",41.91814344,-87.65449057
1407 S MICHIGAN AVE,"1407 S MICHIGAN AVE Chicago, IL.",41.8639466,-87.62399884
1400 S MICHIGAN AVE,"1400 S MICHIGAN AVE Chicago, IL.",41.86405485,-87.62415531
1724 S MICHIGAN AVE,"1724 S MICHIGAN AVE Chicago, IL.",41.8584269,-87.62402328
1047 W HARRISON ST,"1047 W HARRISON ST Chicago, IL.",41.8742382,-87.6530197
567 S MORGAN ST,"567 S MORGAN ST Chicago, IL.",41.8752015,-87.6517633
39 N JEFFERSON ST,"39 N JEFFERSON ST Chicago, IL.",41.88236818,-87.64259969
2041 S MICHIGAN AVE,"2041 S MICHIGAN AVE Chicago, IL.",41.85498945,-87.62378935
565 W FULTON ST,"565 W FULTON ST Chicago, IL.",41.88675385,-87.64178683
7 E 16TH ST,"7 E 16TH ST Chicago, IL.",41.86015396,-87.62550853
9 E 16TH ST,"9 E 16TH ST Chicago, IL.",41.86015463,-87.62548333
61 E 18TH ST,"61 E 18TH ST Chicago, IL.",41.85780085,-87.62532904
111 E 18TH ST,"111 E 18TH ST Chicago, IL.",41.85783078,-87.62299739
71 W CULLERTON ST,"71 W CULLERTON ST Chicago, IL.",41.85536138,-87.6291326
3359 N SOUTHPORT AVE,"3359 N SOUTHPORT AVE Chicago, IL.",41.94286311,-87.66382458
3119 N LINCOLN AVE,"3119 N LINCOLN AVE Chicago, IL.",41.93828704,-87.66662278
1336 W BELMONT AVE,"1336 W BELMONT AVE Chicago, IL.",41.93984013,-87.66270438
2361 S STATE ST,"2361 S STATE ST Chicago, IL.",41.84996419,-87.62694292
1122 W WASHINGTON BLVD,"1122 W WASHINGTON BLVD Chicago, IL.",41.88306297,-87.65527415
3434 N HALSTED ST,"3434 N HALSTED ST Chicago, IL.",41.94458441,-87.64948412
83 W POLK ST,"83 W POLK ST Chicago, IL.",41.87222785,-87.62899611
79 W POLK ST,"79 W POLK ST Chicago, IL.",41.87222785,-87.62898219
75 W POLK ST,"75 W POLK ST Chicago, IL.",41.87222785,-87.62896827
56 W GRAND AVE,"56 W GRAND AVE Chicago, IL.",41.89171409,-87.62895105
