orig_location,address_clean,latitude,longitude
359 W KINZIE ST,"359 W KINZIE ST Chicago, IL.",41.88907142,-87.63752112
1418 W TAYLOR ST,"1418 W TAYLOR ST Chicago, IL.",41.86938406,-87.66241593
752 S LOOMIS ST,"752 S LOOMIS ST Chicago, IL.",41.87203632,-87.66179907
581 S MORGAN ST,"581 S MORGAN ST Chicago, IL.",41.875187,-87.6517633
842 W LAKE ST,"842 W LAKE ST Chicago, IL.",41.88569785,-87.64892143
1375 W LAKE ST,"1375 W LAKE ST Chicago, IL.",41.88537683,-87.66159448
1955 N HALSTED ST,"1955 N HALSTED ST Chicago, IL.",41.91718126,-87.64838697
2201 N HALSTED ST,"2201 N HALSTED ST Chicago, IL.",41.92188001,-87.64855691
2907 N HALSTED ST,"2907 N HALSTED ST Chicago, IL.",41.93476478,-87.64900774
2909 N HALSTED ST,"2909 N HALSTED ST Chicago, IL.",41.93481774,-87.64900957
3011 N HALSTED ST,"3011 N HALSTED ST Chicago, IL.",41.93656154,-87.64906943
3149 N HALSTED ST,"3149 N HALSTED ST Chicago, IL.",41.93931366,-87.64916837
3219 N HALSTED ST,"3219 N HALSTED ST Chicago, IL.",41.94055284,-87.64920727
3339 N HALSTED ST,"3339 N HALSTED ST Chicago, IL.",41.94281814,-87.64928189
1136 S CANAL ST,"1136 S CANAL ST Chicago, IL.",41.86805649,-87.63929559
3757 N HALSTED ST,"3757 N HALSTED ST Chicago, IL.",41.95054916,-87.64952753
3818 N BROADWAY ST,"3818 N BROADWAY ST Chicago, IL.",41.95210852,-87.64971118
3524 N HALSTED ST,"3524 N HALSTED ST Chicago, IL.",41.94620133,-87.64952819
3410 N HALSTED ST,"3410 N HALSTED ST Chicago, IL.",41.94396208,-87.64946105
3348 N HALSTED ST,"3348 N HALSTED ST Chicago, IL.",41.94294049,-87.64943861
3314 N HALSTED ST,"3314 N HALSTED ST Chicago, IL.",41.94219953,-87.64941795
1553 N WELLS ST,"1553 N WELLS ST Chicago, IL.",41.91027411,-87.63460324
3244 N HALSTED ST,"3244 N HALSTED ST Chicago, IL.",41.94121511,-87.64938375
3172 N HALSTED ST,"3172 N HALSTED ST Chicago, IL.",41.93836749,-87.64928912
612 W JACKSON BLVD,"612 W JACKSON BLVD Chicago, IL.",41.87805744,-87.64277201
2852 N HALSTED ST,"2852 N HALSTED ST Chicago, IL.",41.93390447,-87.64913244
555 W HARRISON ST,"555 W HARRISON ST Chicago, IL.",41.87431965,-87.64175655
2442 N HALSTED ST,"2442 N HALSTED ST Chicago, IL.",41.92696869,-87.6488918
2222 N HALSTED ST,"2222 N HALSTED ST Chicago, IL.",41.92225721,-87.6487251
1730 N HALSTED ST,"1730 N HALSTED ST Chicago, IL.",41.91301404,-87.6484143
250 E GRAND AVE,"250 E GRAND AVE Chicago, IL.",41.89183699,-87.62142991
404 W ADAMS ST,"404 W ADAMS ST Chicago, IL.",41.87938515,-87.63858704
398 W ADAMS ST,"398 W ADAMS ST Chicago, IL.",41.87940976,-87.63662854
60 W GRAND AVE,"60 W GRAND AVE Chicago, IL.",41.89171353,-87.62901047
68 W GRAND AVE,"68 W GRAND AVE Chicago, IL.",41.8917124,-87.62912931
122 W GRAND AVE,"122 W GRAND AVE Chicago, IL.",41.89167208,-87.6316833
1621 N WELLS ST,"1621 N WELLS ST Chicago, IL.",41.91162569,-87.63464639
142 W HUBBARD ST,"142 W HUBBARD ST Chicago, IL.",41.89005534,-87.63288707
180 W HUBBARD ST,"180 W HUBBARD ST Chicago, IL.",41.89004936,-87.63321361
354 W HUBBARD ST,"354 W HUBBARD ST Chicago, IL.",41.889978,-87.63764873
2437 N LINCOLN AVE,"2437 N LINCOLN AVE Chicago, IL.",41.92630069,-87.64984953
2461 N LINCOLN AVE,"2461 N LINCOLN AVE Chicago, IL.",41.92679814,-87.65053793
2763 N LINCOLN AVE,"2763 N LINCOLN AVE Chicago, IL.",41.93193096,-87.65772145
2781 N LINCOLN AVE,"2781 N LINCOLN AVE Chicago, IL.",41.93224516,-87.65816236
2934 N LINCOLN AVE,"2934 N LINCOLN AVE Chicago, IL.",41.93506428,-87.66232799
3127 N LINCOLN AVE,"3127 N LINCOLN AVE Chicago, IL.",41.93842645,-87.66681735
3143 N LINCOLN AVE,"3143 N LINCOLN AVE Chicago, IL.",41.93870577,-87.66720718
715 N KINGSBURY ST,"715 N KINGSBURY ST Chicago, IL.",41.89504364,-87.64141222
465 W SUPERIOR ST,"465 W SUPERIOR ST Chicago, IL.",41.89545277,-87.64072349
461 W SUPERIOR ST,"461 W SUPERIOR ST Chicago, IL.",41.89545362,-87.64064085
724 N SEDGWICK ST,"724 N SEDGWICK ST Chicago, IL.",41.89567942,-87.63863658
422 W ERIE ST,"422 W ERIE ST Chicago, IL.",41.89397844,-87.63970964
1362 W BELMONT AVE,"1362 W BELMONT AVE Chicago, IL.",41.93983253,-87.66338721
1356 W BELMONT AVE,"1356 W BELMONT AVE Chicago, IL.",41.93983343,-87.66332577
25 S CLINTON ST,"25 S CLINTON ST Chicago, IL.",41.88111296,-87.64109083
29 S CLINTON ST,"29 S CLINTON ST Chicago, IL.",41.88108654,-87.64108988
37 S CLINTON ST,"37 S CLINTON ST Chicago, IL.",41.88103316,-87.64108842
55 S CLINTON ST,"55 S CLINTON ST Chicago, IL.",41.88091421,-87.64108559
1236 W BELMONT AVE,"1236 W BELMONT AVE Chicago, IL.",41.93987059,-87.66030884
1853 N CLARK ST,"1853 N CLARK ST Chicago, IL.",41.91471529,-87.63371952
1957 N CLARK ST,"1957 N CLARK ST Chicago, IL.",41.91688239,-87.63504772
1973 N CLARK ST,"1973 N CLARK ST Chicago, IL.",41.9174777,-87.63541624
1985 N CLARK ST,"1985 N CLARK ST Chicago, IL.",41.91792418,-87.63569264
2325 N CLARK ST,"2325 N CLARK ST Chicago, IL.",41.92463486,-87.63980218
2361 N CLARK ST,"2361 N CLARK ST Chicago, IL.",41.92521736,-87.64015917
2545 N CLARK ST,"2545 N CLARK ST Chicago, IL.",41.92902584,-87.64243576
2723 N CLARK ST,"2723 N CLARK ST Chicago, IL.",41.93194339,-87.64454653
2849 N CLARK ST,"2849 N CLARK ST Chicago, IL.",41.93417221,-87.64590388
3038 N CLARK ST,"3038 N CLARK ST Chicago, IL.",41.93695751,-87.64833985
3147 N CLARK ST,"3147 N CLARK ST Chicago, IL.",41.93927143,-87.65003204
3461 N CLARK ST,"3461 N CLARK ST Chicago, IL.",41.94516836,-87.65478547
3932 N SHERIDAN RD,"3932 N SHERIDAN RD Chicago, IL.",41.95371854,-87.65460103
3916 N SHERIDAN RD,"3916 N SHERIDAN RD Chicago, IL.",41.95317344,-87.65458428
3650 N HALSTED ST,"3650 N HALSTED ST Chicago, IL.",41.94774189,-87.6495766
1352 W TAYLOR ST,"1352 W TAYLOR ST Chicago, IL.",41.8694076,-87.66092039
1458 W TAYLOR ST,"1458 W TAYLOR ST Chicago, IL.",41.86936909,-87.66338644
930 W BELMONT AVE,"930 W BELMONT AVE Chicago, IL.",41.93999727,-87.65232232
3138 N HALSTED ST,"3138 N HALSTED ST Chicago, IL.",41.93828546,-87.64928596
3136 N HALSTED ST,"3136 N HALSTED ST Chicago, IL.",41.93828063,-87.64928577
1410 W BELMONT AVE,"1410 W BELMONT AVE Chicago, IL.",41.93981743,-87.66419843
2856 N HALSTED ST,"2856 N HALSTED ST Chicago, IL.",41.93395525,-87.64913417
2618 N HALSTED ST,"2618 N HALSTED ST Chicago, IL.",41.92957173,-87.64898301
2220 N HALSTED ST,"2220 N HALSTED ST Chicago, IL.",41.92222263,-87.64872382
2130 N HALSTED ST,"2130 N HALSTED ST Chicago, IL.",41.9205742,-87.64867098
2034 N HALSTED ST,"2034 N HALSTED ST Chicago, IL.",41.91882299,-87.64860995
2871 N LINCOLN AVE,"2871 N LINCOLN AVE Chicago, IL.",41.93385556,-87.66041236
2532 N LINCOLN AVE,"2532 N LINCOLN AVE Chicago, IL.",41.92790463,-87.65231656
1640 N WELLS ST,"1640 N WELLS ST Chicago, IL.",41.91246317,-87.63482791
2264 N LINCOLN AVE,"2264 N LINCOLN AVE Chicago, IL.",41.92306427,-87.64554142
2246 N LINCOLN AVE,"2246 N LINCOLN AVE Chicago, IL.",41.92278602,-87.64515547
2234 N LINCOLN AVE,"2234 N LINCOLN AVE Chicago, IL.",41.92260053,-87.64489817
1758 N WELLS ST,"1758 N WELLS ST Chicago, IL.",41.91444719,-87.63489026
1717 N WELLS ST,"1717 N WELLS ST Chicago, IL.",41.91329895,-87.63469836
40 S CLINTON ST,"40 S CLINTON ST Chicago, IL.",41.88158413,-87.64126089
62 S CLINTON ST,"62 S CLINTON ST Chicago, IL.",41.88145776,-87.64125658
1645 N WELLS ST,"1645 N WELLS ST Chicago, IL.",41.91249067,-87.63467469
224 N DESPLAINES ST,"224 N DESPLAINES ST Chicago, IL.",41.88631044,-87.64433921
2421 N LINCOLN AVE,"2421 N LINCOLN AVE Chicago, IL.",41.92594534,-87.64935476
730 W LAKE ST,"730 W LAKE ST Chicago, IL.",41.88574018,-87.64694597
2527 N LINCOLN AVE,"2527 N LINCOLN AVE Chicago, IL.",41.92778626,-87.65192681
744 W ARMITAGE AVE,"744 W ARMITAGE AVE Chicago, IL.",41.91825086,-87.64757593
748 W ARMITAGE AVE,"748 W ARMITAGE AVE Chicago, IL.",41.91824956,-87.64762822
819 W ARMITAGE AVE,"819 W ARMITAGE AVE Chicago, IL.",41.91810984,-87.64947242
934 W ARMITAGE AVE,"934 W ARMITAGE AVE Chicago, IL.",41.91817742,-87.65230851
1020 W ARMITAGE AVE,"1020 W ARMITAGE AVE Chicago, IL.",41.91814668,-87.65432386
808 W LAKE ST,"808 W LAKE ST Chicago, IL.",41.88571029,-87.6480462
1158 W ARMITAGE AVE,"1158 W ARMITAGE AVE Chicago, IL.",41.91810542,-87.657417
1015 W ARMITAGE AVE,"1015 W ARMITAGE AVE Chicago, IL.",41.91804235,-87.65387966
1008 W LAKE ST,"1008 W LAKE ST Chicago, IL.",41.88563373,-87.65250894
2817 N SHEFFIELD AVE,"2817 N SHEFFIELD AVE Chicago, IL.",41.93319705,-87.65380079
815 W ARMITAGE AVE,"815 W ARMITAGE AVE Chicago, IL.",41.91810984,-87.64941371
2923 N SHEFFIELD AVE,"2923 N SHEFFIELD AVE Chicago, IL.",41.93518006,-87.65386928
341 W ARMITAGE AVE,"341 W ARMITAGE AVE Chicago, IL.",41.91828084,-87.63786441
3351 N SHEFFIELD AVE,"3351 N SHEFFIELD AVE Chicago, IL.",41.94267493,-87.65411498
3437 N SHEFFIELD AVE,"3437 N SHEFFIELD AVE Chicago, IL.",41.94482184,-87.65417925
2844 N CLARK ST,"2844 N CLARK ST Chicago, IL.",41.93406324,-87.64599537
3515 N CLARK ST,"3515 N CLARK ST Chicago, IL.",41.94603116,-87.65548585
3518 N CLARK ST,"3518 N CLARK ST Chicago, IL.",41.94599783,-87.65563859
1012 W IRVING PARK RD,"1012 W IRVING PARK RD Chicago, IL.",41.95453629,-87.65506281
3922 N ASHLAND AVE,"3922 N ASHLAND AVE Chicago, IL.",41.95314608,-87.66909367
3322 N ASHLAND AVE,"3322 N ASHLAND AVE Chicago, IL.",41.94219512,-87.66880872
2805 N SOUTHPORT AVE,"2805 N SOUTHPORT AVE Chicago, IL.",41.93263235,-87.66349792
3337 N SOUTHPORT AVE,"3337 N SOUTHPORT AVE Chicago, IL.",41.9425866,-87.66381628
3405 N SOUTHPORT AVE,"3405 N SOUTHPORT AVE Chicago, IL.",41.94356788,-87.66384405
3435 N SOUTHPORT AVE,"3435 N SOUTHPORT AVE Chicago, IL.",41.94449585,-87.66386783
3453 N SOUTHPORT AVE,"3453 N SOUTHPORT AVE Chicago, IL.",41.94468942,-87.66387406
3507 N SOUTHPORT AVE,"3507 N SOUTHPORT AVE Chicago, IL.",41.94546579,-87.66389635
1117 W ADDISON ST,"1117 W ADDISON ST Chicago, IL.",41.94711195,-87.65802273
3556 N CLARK ST,"3556 N CLARK ST Chicago, IL.",41.94667892,-87.65618573
3546 N CLARK ST,"3546 N CLARK ST Chicago, IL.",41.94657329,-87.65610083
3474 N CLARK ST,"3474 N CLARK ST Chicago, IL.",41.94519224,-87.65498385
3466 N CLARK ST,"3466 N CLARK ST Chicago, IL.",41.94507959,-87.65489373
2672 N HALSTED ST,"2672 N HALSTED ST Chicago, IL.",41.93086753,-87.64902649
3326 N CLARK ST,"3326 N CLARK ST Chicago, IL.",41.94232374,-87.6526856
3248 N CLARK ST,"3248 N CLARK ST Chicago, IL.",41.94082013,-87.65146517
3244 N CLARK ST,"3244 N CLARK ST Chicago, IL.",41.94075058,-87.65140909
3232 N CLARK ST,"3232 N CLARK ST Chicago, IL.",41.94054193,-87.65124086
3216 N CLARK ST,"3216 N CLARK ST Chicago, IL.",41.94026384,-87.65101684
2730 N CLARK ST,"2730 N CLARK ST Chicago, IL.",41.93197825,-87.64473656
2682 N CLARK ST,"2682 N CLARK ST Chicago, IL.",41.93155622,-87.64448578
2676 N CLARK ST,"2676 N CLARK ST Chicago, IL.",41.93152035,-87.64446459
2650 N CLARK ST,"2650 N CLARK ST Chicago, IL.",41.93136587,-87.64437596
2672 N CLARK ST,"2672 N CLARK ST Chicago, IL.",41.93149644,-87.64445046
2516 N CLARK ST,"2516 N CLARK ST Chicago, IL.",41.92825452,-87.64215031
2442 N CLARK ST,"2442 N CLARK ST Chicago, IL.",41.9266805,-87.64122921
2440 N CLARK ST,"2440 N CLARK ST Chicago, IL.",41.92662943,-87.64119887
2360 N CLARK ST,"2360 N CLARK ST Chicago, IL.",41.92516792,-87.64029811
2326 N CLARK ST,"2326 N CLARK ST Chicago, IL.",41.92452988,-87.63990777
2318 N CLARK ST,"2318 N CLARK ST Chicago, IL.",41.92427691,-87.63975628
2220 N CLARK ST,"2220 N CLARK ST Chicago, IL.",41.92306418,-87.63902804
2212 N CLARK ST,"2212 N CLARK ST Chicago, IL.",41.92300688,-87.63899344
111 S ASHLAND AVE,"111 S ASHLAND AVE Chicago, IL.",41.87999528,-87.66659934
100 S ASHLAND AVE,"100 S ASHLAND AVE Chicago, IL.",41.88011185,-87.66692019
230 S ASHLAND AVE,"230 S ASHLAND AVE Chicago, IL.",41.878479,-87.66688391
1531 W TAYLOR ST,"1531 W TAYLOR ST Chicago, IL.",41.86922185,-87.66530016
1439 W TAYLOR ST,"1439 W TAYLOR ST Chicago, IL.",41.8692594,-87.66307434
1353 W TAYLOR ST,"1353 W TAYLOR ST Chicago, IL.",41.86929671,-87.66072938
1337 W TAYLOR ST,"1337 W TAYLOR ST Chicago, IL.",41.86930239,-87.6604397
1333 W TAYLOR ST,"1333 W TAYLOR ST Chicago, IL.",41.86930285,-87.66036929
1067 W TAYLOR ST,"1067 W TAYLOR ST Chicago, IL.",41.86940924,-87.65351554
1059 W TAYLOR ST,"1059 W TAYLOR ST Chicago, IL.",41.86941304,-87.65335474
1041 W TAYLOR ST,"1041 W TAYLOR ST Chicago, IL.",41.86942885,-87.65273715
1222 W TAYLOR ST,"1222 W TAYLOR ST Chicago, IL.",41.86945345,-87.65773661
704 W ARMITAGE AVE,"704 W ARMITAGE AVE Chicago, IL.",41.91826944,-87.64634148
1452 W TAYLOR ST,"1452 W TAYLOR ST Chicago, IL.",41.86937024,-87.66329435
936 W ARMITAGE AVE,"936 W ARMITAGE AVE Chicago, IL.",41.91817615,-87.6523472
948 W ARMITAGE AVE,"948 W ARMITAGE AVE Chicago, IL.",41.91816892,-87.65283272
1000 W ARMITAGE AVE,"1000 W ARMITAGE AVE Chicago, IL.",41.91816144,-87.65344274
1130 W ARMITAGE AVE,"1130 W ARMITAGE AVE Chicago, IL.",41.91811713,-87.65671187
1146 W ARMITAGE AVE,"1146 W ARMITAGE AVE Chicago, IL.",41.91810744,-87.65719707
1148 W ARMITAGE AVE,"1148 W ARMITAGE AVE Chicago, IL.",41.91810744,-87.65723352
1152 W ARMITAGE AVE,"1152 W ARMITAGE AVE Chicago, IL.",41.91810677,-87.65730769
1183 W ARMITAGE AVE,"1183 W ARMITAGE AVE Chicago, IL.",41.91798554,-87.6578413
3022 N BROADWAY ST,"3022 N BROADWAY ST Chicago, IL.",41.93721671,-87.64438324
909 W ARMITAGE AVE,"909 W ARMITAGE AVE Chicago, IL.",41.91808051,-87.65127909
743 W ARMITAGE AVE,"743 W ARMITAGE AVE Chicago, IL.",41.91813684,-87.64718392
1812 N WELLS ST,"1812 N WELLS ST Chicago, IL.",41.91492901,-87.63490251
722 W DIVERSEY PKWY,"722 W DIVERSEY PKWY Chicago, IL.",41.93281015,-87.64741105
918 W DIVERSEY PKWY,"918 W DIVERSEY PKWY Chicago, IL.",41.93272343,-87.65216275
1002 W DIVERSEY PKWY,"1002 W DIVERSEY PKWY Chicago, IL.",41.93269113,-87.65401907
1000 W DIVERSEY PKWY,"1000 W DIVERSEY PKWY Chicago, IL.",41.93269377,-87.65394118
1511 W TAYLOR ST,"1511 W TAYLOR ST Chicago, IL.",41.86923985,-87.66453174
1455 W TAYLOR ST,"1455 W TAYLOR ST Chicago, IL.",41.86925528,-87.66332247
1421 W TAYLOR ST,"1421 W TAYLOR ST Chicago, IL.",41.86926855,-87.66249085
1335 W TAYLOR ST,"1335 W TAYLOR ST Chicago, IL.",41.86930285,-87.66040552
1525 W BELMONT AVE,"1525 W BELMONT AVE Chicago, IL.",41.93966732,-87.66659165
1322 W BELMONT AVE,"1322 W BELMONT AVE Chicago, IL.",41.93984672,-87.66222689
1054 W BELMONT AVE,"1054 W BELMONT AVE Chicago, IL.",41.93994147,-87.65556712
1056 W BELMONT AVE,"1056 W BELMONT AVE Chicago, IL.",41.93994143,-87.65557689
1044 W BELMONT AVE,"1044 W BELMONT AVE Chicago, IL.",41.93994399,-87.65549915
1024 W BELMONT AVE,"1024 W BELMONT AVE Chicago, IL.",41.93995043,-87.6551166
929 W BELMONT AVE,"929 W BELMONT AVE Chicago, IL.",41.93987657,-87.65265622
924 W BELMONT AVE,"924 W BELMONT AVE Chicago, IL.",41.93999943,-87.65217502
902 W BELMONT AVE,"902 W BELMONT AVE Chicago, IL.",41.94000443,-87.65163337
3201 N BROADWAY ST,"3201 N BROADWAY ST Chicago, IL.",41.94010431,-87.64432592
3229 N BROADWAY ST,"3229 N BROADWAY ST Chicago, IL.",41.94095691,-87.64435249
3317 N BROADWAY,"3317 N BROADWAY Chicago, IL.",41.94255157,-87.6443997
3407 N BROADWAY,"3407 N BROADWAY Chicago, IL.",41.94347475,-87.64482456
3443 N BROADWAY,"3443 N BROADWAY Chicago, IL.",41.9443068,-87.64532901
1339 W ROOSEVELT RD,"1339 W ROOSEVELT RD Chicago, IL.",41.86688209,-87.66008859
3526 N HALSTED ST,"3526 N HALSTED ST Chicago, IL.",41.94625808,-87.64952954
3356 N HALSTED ST,"3356 N HALSTED ST Chicago, IL.",41.94303979,-87.64944027
3266 N HALSTED ST,"3266 N HALSTED ST Chicago, IL.",41.94142637,-87.64939036
3256 N HALSTED ST,"3256 N HALSTED ST Chicago, IL.",41.94133034,-87.64938736
3226 N HALSTED ST,"3226 N HALSTED ST Chicago, IL.",41.94082358,-87.64936957
0 W TAYLOR ST,"1 W TAYLOR ST Chicago, IL.",41.8690502,-87.7289284
2346 N LINCOLN AVE,"2346 N LINCOLN AVE Chicago, IL.",41.92446758,-87.647503
170 N CANAL ST,"170 N CANAL ST Chicago, IL.",41.8850598,-87.63990126
174 N CANAL ST,"174 N CANAL ST Chicago, IL.",41.88514598,-87.6399049
1 S FRANKLIN ST,"1 S FRANKLIN ST Chicago, IL.",41.88187739,-87.63523277
1366 W LAKE ST,"1366 W LAKE ST Chicago, IL.",41.88549591,-87.66134786
329 N ORLEANS ST,"329 N ORLEANS ST Chicago, IL.",41.88787742,-87.63616355
1431 W LAKE ST,"1431 W LAKE ST Chicago, IL.",41.88534085,-87.66328978
351 W CHICAGO AVE,"351 W CHICAGO AVE Chicago, IL.",41.89649175,-87.63746247
100 S HALSTED ST,"100 S HALSTED ST Chicago, IL.",41.88043441,-87.64739721
1651 N WELLS ST,"1651 N WELLS ST Chicago, IL.",41.91252816,-87.63467579
2314 N LINCOLN AVE,"2314 N LINCOLN AVE Chicago, IL.",41.92390901,-87.64672708
1160 S CANAL ST,"1160 S CANAL ST Chicago, IL.",41.86776689,-87.63928628
2847 N LINCOLN AVE,"2847 N LINCOLN AVE Chicago, IL.",41.93344172,-87.65982608
2925 N LINCOLN AVE,"2925 N LINCOLN AVE Chicago, IL.",41.93491462,-87.66189653
826 W TAYLOR ST,"826 W TAYLOR ST Chicago, IL.",41.86970768,-87.64766358
1355 W WASHINGTON BLVD,"1355 W WASHINGTON BLVD Chicago, IL.",41.88285902,-87.66133218
810 W NEWPORT AVE,"810 W NEWPORT AVE Chicago, IL.",41.94457499,-87.65012369
3549 N HALSTED ST,"3549 N HALSTED ST Chicago, IL.",41.94657012,-87.64938744
3476 N BROADWAY,"3476 N BROADWAY Chicago, IL.",41.94520592,-87.64605217
528 S MORGAN ST,"528 S MORGAN ST Chicago, IL.",41.87524085,-87.65191719
536 S MORGAN ST,"536 S MORGAN ST Chicago, IL.",41.87523257,-87.65191719
744 W MELROSE ST,"744 W MELROSE ST Chicago, IL.",41.94116345,-87.64621815
3322 N BROADWAY,"3322 N BROADWAY Chicago, IL.",41.94255768,-87.64455403
3168 N BROADWAY ST,"3168 N BROADWAY ST Chicago, IL.",41.93951565,-87.64446042
1342 W LAKE ST,"1342 W LAKE ST Chicago, IL.",41.88550738,-87.66047454
1447 W LAKE ST,"1447 W LAKE ST Chicago, IL.",41.88534085,-87.6635065
1325 W LAKE ST,"1325 W LAKE ST Chicago, IL.",41.88540383,-87.65981271
2826 N BROADWAY ST,"2826 N BROADWAY ST Chicago, IL.",41.93351222,-87.64477895
2720 N CLARK ST,"2720 N CLARK ST Chicago, IL.",41.93187586,-87.64467459
2686 N CLARK ST,"2686 N CLARK ST Chicago, IL.",41.93158013,-87.64449991
2562 N CLARK ST,"2562 N CLARK ST Chicago, IL.",41.92916688,-87.64268549
2558 N CLARK ST,"2558 N CLARK ST Chicago, IL.",41.92911868,-87.64265749
2548 N CLARK ST,"2548 N CLARK ST Chicago, IL.",41.92899819,-87.64258749
2518 N CLARK ST,"2518 N CLARK ST Chicago, IL.",41.92832287,-87.6421909
2506 N CLARK ST,"2506 N CLARK ST Chicago, IL.",41.92791275,-87.64194739
2336 N CLARK ST,"2336 N CLARK ST Chicago, IL.",41.92474416,-87.64003667
2314 N CLARK ST,"2314 N CLARK ST Chicago, IL.",41.92417131,-87.63969321
2254 N CLARK ST,"2254 N CLARK ST Chicago, IL.",41.92339862,-87.63922918
1978 N CLARK ST,"1978 N CLARK ST Chicago, IL.",41.91803265,-87.63592934
1736 N CLARK ST,"1736 N CLARK ST Chicago, IL.",41.9141306,-87.63352821
1151 N WELLS ST,"1151 N WELLS ST Chicago, IL.",41.90332297,-87.6343803
1139 N WELLS ST,"1139 N WELLS ST Chicago, IL.",41.90320333,-87.6343757
900 N WELLS ST,"900 N WELLS ST Chicago, IL.",41.89981824,-87.6344003
1836 S BLUE ISLAND AVE,"1836 S BLUE ISLAND AVE Chicago, IL.",41.85709902,-87.66190285
1848 S BLUE ISLAND AVE,"1848 S BLUE ISLAND AVE Chicago, IL.",41.85690874,-87.66206373
1825 S BLUE ISLAND AVE,"1825 S BLUE ISLAND AVE Chicago, IL.",41.85722824,-87.66161179
628 N WELLS ST ,"628 N WELLS ST  Chicago, IL.",41.89348849,-87.63419572
415 E OHIO ST,"415 E OHIO ST Chicago, IL.",41.89259051,-87.6173871
303 E SUPERIOR ST,"303 E SUPERIOR ST Chicago, IL.",41.89574639,-87.62020816
377 E SUPERIOR ST,"377 E SUPERIOR ST Chicago, IL.",41.8957766,-87.61830839
413 E SUPERIOR ST,"413 E SUPERIOR ST Chicago, IL.",41.89577934,-87.61816965
1153 W 18TH ST,"1153 W 18TH ST Chicago, IL.",41.85791786,-87.65523741
645 N STATE ST,"645 N STATE ST Chicago, IL.",41.89365237,-87.62804295
720 N STATE ST,"720 N STATE ST Chicago, IL.",41.89512162,-87.62823821
819 N STATE ST,"819 N STATE ST Chicago, IL.",41.89775573,-87.62815149
1361 S JEFFERSON ST,"1361 S JEFFERSON ST Chicago, IL.",41.86409377,-87.64200659
1170 N WELLS ST,"1170 N WELLS ST Chicago, IL.",41.90354818,-87.63454299
1150 N WELLS ST,"1150 N WELLS ST Chicago, IL.",41.90336954,-87.63453612
1136 N WELLS ST,"1136 N WELLS ST Chicago, IL.",41.9032445,-87.63453131
188 W RANDOLPH ST,"188 W RANDOLPH ST Chicago, IL.",41.88452844,-87.6335665
223 W LAKE ST,"223 W LAKE ST Chicago, IL.",41.88567385,-87.63483521
241 S FRANKLIN ST,"241 S FRANKLIN ST Chicago, IL.",41.87861547,-87.63513717
703 N WELLS ST,"703 N WELLS ST Chicago, IL.",41.89490048,-87.63407828
1751 N CLARK ST,"1751 N CLARK ST Chicago, IL.",41.91452858,-87.63360207
1769 N CLARK ST,"1769 N CLARK ST Chicago, IL.",41.91456153,-87.6336228
1785 N CLARK ST,"1785 N CLARK ST Chicago, IL.",41.91459081,-87.63364122
2213 N CLARK ST,"2213 N CLARK ST Chicago, IL.",41.92212546,-87.6388697
2227 N CLARK ST,"2227 N CLARK ST Chicago, IL.",41.92224321,-87.63887559
2229 N CLARK ST,"2229 N CLARK ST Chicago, IL.",41.92226003,-87.63887643
2243 N CLARK ST,"2243 N CLARK ST Chicago, IL.",41.92237778,-87.63888232
2245 N CLARK ST,"2245 N CLARK ST Chicago, IL.",41.9223946,-87.63888316
2301 N CLARK ST,"2301 N CLARK ST Chicago, IL.",41.92385004,-87.6393281
2321 N CLARK ST,"2321 N CLARK ST Chicago, IL.",41.92456751,-87.63976167
2403 N CLARK ST,"2403 N CLARK ST Chicago, IL.",41.92570773,-87.64047247
2445 N CLARK ST,"2445 N CLARK ST Chicago, IL.",41.92672905,-87.64108965
2477 N CLARK ST,"2477 N CLARK ST Chicago, IL.",41.927493,-87.64153609
2481 N CLARK ST,"2481 N CLARK ST Chicago, IL.",41.9275461,-87.64156664
2505 N CLARK ST,"2505 N CLARK ST Chicago, IL.",41.92797858,-87.6418181
2657 N CLARK ST,"2657 N CLARK ST Chicago, IL.",41.93084548,-87.64389905
2703 N CLARK ST,"2703 N CLARK ST Chicago, IL.",41.93145446,-87.64425788
2817 N BROADWAY ST,"2817 N BROADWAY ST Chicago, IL.",41.93365166,-87.6445511
3033 N BROADWAY ST,"3033 N BROADWAY ST Chicago, IL.",41.93722273,-87.64422932
3119 N BROADWAY ST,"3119 N BROADWAY ST Chicago, IL.",41.93821972,-87.6442618
3115 N BROADWAY ST,"3115 N BROADWAY ST Chicago, IL.",41.93811688,-87.64425889
3121 N BROADWAY ST,"3121 N BROADWAY ST Chicago, IL.",41.93827113,-87.64426326
3215 N BROADWAY ST,"3215 N BROADWAY ST Chicago, IL.",41.94053093,-87.64433646
3247 N BROADWAY ST,"3247 N BROADWAY ST Chicago, IL.",41.94150857,-87.64436932
3255 N BROADWAY ST,"3255 N BROADWAY ST Chicago, IL.",41.94171838,-87.64437669
3311 N BROADWAY,"3311 N BROADWAY Chicago, IL.",41.94245085,-87.6443961
3333 N BROADWAY,"3333 N BROADWAY Chicago, IL.",41.94287097,-87.64446474
3339 N BROADWAY,"3339 N BROADWAY Chicago, IL.",41.9429148,-87.64448966
3423 N BROADWAY,"3423 N BROADWAY Chicago, IL.",41.94375781,-87.64499729
3439 N BROADWAY,"3439 N BROADWAY Chicago, IL.",41.94427389,-87.64530876
3473 N BROADWAY,"3473 N BROADWAY Chicago, IL.",41.94507215,-87.64579867
